Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,pick_time,distance
34.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,25,20,9.183
29.0,4.9,Fog,High,2,Drinks,motorcycle,2.0,No,Urban,21,14,6.243
25.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,27,20,4.632
21.0,4.9,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,24,17,19.76
39.0,4.8,Sunny,Medium,1,Drinks,scooter,2.0,No,Metropolitian,27,18,13.969
35.0,4.9,Stormy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,20,22,10.428
23.0,4.8,Sunny,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,29,23,10.724
21.0,2.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,40,23,16.822
39.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,29,21,4.469
37.0,4.0,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,31,17,9.06
26.0,4.7,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,24,13,6.05
25.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,16,10,3.145
34.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20,19.975
28.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,39,20,10.428
26.0,2.7,Sunny,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,31,23,10.445
28.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,15,20,10.594
25.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,34,22,4.469
34.0,4.7,Sunny,Medium,0,Drinks,motorcycle,2.0,No,Urban,27,18,4.658
23.0,4.1,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,34,20,19.76
31.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,10,1.513
28.0,4.5,Sandstorms,Low,2,Snack,scooter,2.0,No,Urban,13,22,4.561
30.0,4.8,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,26,23,10.906
39.0,4.9,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,22,7.601
20.0,4.1,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,32,20,4.658
22.0,5.0,Stormy,High,0,Drinks,motorcycle,3.0,No,Metropolitian,38,11,1.532
33.0,4.7,Cloudy,Low,1,Meal,scooter,2.0,No,Metropolitian,27,23,20.181
36.0,4.7,Sandstorms,Low,1,Snack,motorcycle,2.0,No,Metropolitian,23,9,1.573
29.0,4.9,Sunny,Low,2,Drinks,motorcycle,2.0,No,Metropolitian,21,9,3.074
22.0,4.8,Sunny,Low,2,Drinks,scooter,2.0,No,Urban,19,23,9.088
38.0,4.6,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,28,19,10.725
39.0,4.9,Sunny,Low,2,Meal,motorcycle,2.0,No,Metropolitian,19,23,9.122
29.0,4.5,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,20,9,3.105
26.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,12,20,7.762
37.0,4.4,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,18,16.635
25.0,4.9,Fog,Low,2,Snack,scooter,1.0,No,Urban,15,22,4.674
32.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,19,13.828
39.0,4.7,Sandstorms,Low,1,Buffet,scooter,2.0,No,Metropolitian,21,23,13.788
32.0,4.1,Stormy,Jam,1,Meal,scooter,2.0,No,Metropolitian,40,20,11.936
36.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,21,11,3.026
31.0,4.9,Cloudy,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,34,19,11.72
28.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,39,20,10.587
29.0,4.5,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,17,9.435
31.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,23,10,3.109
30.0,4.5,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,22,9.363
29.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41,18,20.181
32.0,4.9,Fog,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,28,19,9.435
26.0,4.6,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,19,15,6.081
32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,32,19,7.573
26.0,4.3,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,17,11.008
21.0,4.5,Windy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,26,20,20.205
26.0,5.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,22,19,4.588
38.0,4.3,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Urban,33,21,4.61
32.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,40,20,10.881
28.0,4.6,Cloudy,Low,0,Snack,motorcycle,2.0,No,Urban,22,22,20.255
33.0,4.8,Windy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,27,22,7.563
35.0,4.8,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,38,19,12.418
36.0,4.7,Stormy,Low,1,Meal,motorcycle,2.0,No,Urban,22,23,7.863
29.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,2.0,No,Metropolitian,19,10,1.537
34.0,4.8,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,25,9,1.532
33.0,5.0,Stormy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,25,24,13.59
30.0,4.4,Windy,Jam,2,Meal,motorcycle,2.0,No,Urban,42,21,10.563
25.0,4.6,Windy,Medium,2,Meal,motorcycle,2.0,No,Urban,20,17,16.385
27.0,4.9,Sandstorms,Low,1,Meal,motorcycle,2.0,No,Metropolitian,17,9,3.019
20.0,4.9,Sunny,Low,2,Buffet,scooter,2.0,No,Metropolitian,19,23,7.79
38.0,4.8,Sunny,High,2,Buffet,scooter,2.0,No,Metropolitian,23,11,3.064
31.0,4.7,Sandstorms,Low,1,Drinks,scooter,2.0,No,Metropolitian,22,10,3.105
32.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,4.0,No,Metropolitian,48,21,13.764
28.0,4.9,Sunny,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,16,19,4.674
26.0,4.7,Cloudy,Low,2,Snack,scooter,2.0,No,Metropolitian,19,8,1.558
25.0,4.3,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,33,21,20.852
38.0,4.9,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,21,16.386
33.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,27,23,4.718
24.0,4.8,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,10,9,3.116
22.0,4.8,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,28,19,10.865
20.0,5.0,Windy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,29,17,14.022
22.0,4.6,Sunny,Medium,2,Snack,scooter,2.0,No,Metropolitian,12,18,10.906
37.0,4.9,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,28,21,7.763
33.0,4.8,Windy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,25,18,20.852
24.0,4.5,Sunny,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,14,17,12.074
35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,45,18,17.098
29.0,4.0,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,37,18,14.153
27.0,4.7,Sandstorms,Medium,1,Snack,scooter,2.0,No,Urban,24,18,16.903
25.0,4.8,Cloudy,High,1,Drinks,scooter,2.0,No,Urban,23,13,6.147
38.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,38,17,14.153
31.0,4.8,Sunny,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,21,18,20.207
23.0,4.9,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,24,23,13.736
35.0,5.0,Sandstorms,Low,2,Buffet,scooter,2.0,No,Metropolitian,28,9,1.526
29.0,4.9,Sandstorms,Low,2,Buffet,scooter,2.0,No,Metropolitian,18,23,11.917
35.0,4.8,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40,19,11.749
24.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,23,7.763
39.0,4.4,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,40,21,4.61
30.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,31,20,7.791
22.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,11,17,4.561
26.0,4.8,Stormy,Jam,1,Meal,scooter,2.0,No,Metropolitian,18,21,16.721
32.0,4.6,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,20,12.484
31.0,4.0,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,13,6.105
30.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20,4.531
31.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,22,7.761
31.0,4.1,Fog,Jam,2,Meal,scooter,2.0,No,Urban,39,20,12.237
34.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,19,10,1.558
29.0,4.9,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,35,19,10.28
27.0,4.4,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,46,19,7.684
35.0,4.7,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,47,21,10.725
28.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,23,20.253
27.0,4.9,Sunny,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,15,21,14.022
33.0,4.2,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,45,19,13.616
27.0,4.9,Sunny,Low,1,Buffet,scooter,2.0,No,Metropolitian,17,10,1.558
20.0,5.0,Sandstorms,Medium,2,Buffet,scooter,2.0,No,Metropolitian,21,16,6.081
32.0,4.7,Cloudy,Low,2,Snack,scooter,2.0,No,Metropolitian,19,23,7.563
39.0,4.5,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,25,20,9.082
32.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,21,17.298
27.0,4.7,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,28,19,14.153
36.0,4.7,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,40,23,13.788
32.0,4.5,Stormy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,25,20,7.762
25.0,4.8,Windy,Low,2,Buffet,scooter,2.0,No,Urban,19,11,1.555
37.0,4.5,Sunny,Medium,2,Snack,scooter,2.0,No,Metropolitian,17,18,13.583
26.0,4.7,Cloudy,Low,2,Drinks,scooter,2.0,No,Metropolitian,19,23,7.562
25.0,4.7,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,27,19,10.428
24.0,4.6,Sunny,Low,0,Drinks,motorcycle,2.0,No,Urban,16,8,1.514
20.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,20,18,9.192
26.0,4.7,Sunny,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,18,22,4.718
32.0,4.8,Sunny,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,26,10,3.109
26.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,19,4.61
38.0,4.9,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,31,22,7.49
24.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,22,21,13.971
27.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,18,7.763
28.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,11,9,3.145
26.0,4.8,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,35,20,19.395
36.0,4.8,Stormy,Low,2,Meal,scooter,2.0,No,Urban,16,23,17.138
24.0,4.7,Stormy,High,2,Buffet,scooter,2.0,No,Urban,10,13,6.177
28.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,43,21,12.464
31.0,4.5,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,18,18,7.602
38.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,3.0,No,Metropolitian,34,19,12.435
31.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,10,1.573
36.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Urban,28,19,13.971
27.0,4.6,Stormy,Jam,1,Snack,scooter,2.0,No,Metropolitian,15,21,13.682
31.0,4.3,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,31,24,14.044
32.0,4.3,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,36,23,10.906
31.0,4.1,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,46,22,16.826
21.0,4.3,Stormy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,29,10,3.025
36.0,4.9,Sandstorms,Low,1,Meal,scooter,2.0,No,Metropolitian,26,10,1.553
32.0,4.8,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,25,21,4.538
30.0,4.9,Cloudy,Low,2,Drinks,motorcycle,2.0,No,Metropolitian,17,9,1.53
20.0,4.8,Cloudy,Low,2,Snack,scooter,2.0,No,Metropolitian,14,23,7.761
20.0,4.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,18,11.008
35.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,28,19,7.646
39.0,4.1,Windy,High,2,Buffet,scooter,3.0,No,Metropolitian,34,13,6.05
24.0,4.9,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,20,23,12.464
36.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,54,20,10.757
38.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,13,23,4.595
24.0,4.8,Stormy,Low,2,Meal,scooter,2.0,No,Urban,18,23,12.232
31.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,23,10.588
22.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,23,18,12.293
34.0,4.7,Sunny,Low,2,Drinks,scooter,2.0,No,Metropolitian,26,23,13.972
21.0,4.7,Cloudy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,16,8,1.532
20.0,4.9,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,18,10,1.509
37.0,4.3,Cloudy,Low,2,Drinks,scooter,2.0,No,Metropolitian,39,22,16.902
24.0,4.7,Sunny,Low,0,Buffet,motorcycle,2.0,No,Urban,17,8,3.041
25.0,4.5,Windy,Low,2,Drinks,scooter,2.0,No,Metropolitian,17,23,7.649
38.0,4.5,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,20,9,3.121
32.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,39,24,19.761
28.0,4.9,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,11,11,1.49
20.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,23,4.658
34.0,4.7,Stormy,Low,1,Meal,motorcycle,2.0,No,Metropolitian,21,22,4.544
28.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,23,4.718
39.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,16,10,1.532
23.0,4.7,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,23,19,9.315
28.0,4.6,Stormy,Low,2,Buffet,motorcycle,2.0,No,Urban,16,9,3.019
29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,12,8,1.509
24.0,4.9,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,31,21,7.449
22.0,4.9,Stormy,Low,1,Meal,scooter,2.0,No,Metropolitian,16,23,4.682
38.0,4.9,Windy,Low,2,Buffet,scooter,2.0,No,Metropolitian,23,23,17.098
29.0,4.8,Fog,Medium,2,Drinks,scooter,3.0,No,Metropolitian,39,18,12.162
35.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,10,9,1.555
28.0,4.5,Sunny,High,0,Snack,motorcycle,1.0,Yes,Metropolitian,48,11,3.109
39.0,4.7,Fog,Jam,2,Drinks,motorcycle,3.0,Yes,Metropolitian,46,21,16.825
31.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,17,12.099
34.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,47,20,9.075
26.0,4.5,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,19,20.177
28.0,5.0,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,28,20,9.122
33.0,3.5,Sandstorms,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,35,20,10.486
21.0,4.9,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,11,22,9.193
36.0,4.8,Fog,High,2,Meal,motorcycle,2.0,No,Metropolitian,37,12,1.465
24.0,5.0,Fog,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,49,19,20.181
35.0,4.7,Windy,Low,2,Buffet,scooter,2.0,No,Metropolitian,28,22,17.298
24.0,4.8,Stormy,High,1,Snack,motorcycle,2.0,No,Metropolitian,15,14,6.209
37.0,4.7,Cloudy,High,1,Drinks,scooter,2.0,No,Metropolitian,29,11,3.041
33.0,4.4,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,38,19,10.866
25.0,4.6,Cloudy,Medium,1,Snack,scooter,2.0,No,Urban,17,19,7.66
33.0,4.5,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,42,20,19.976
28.0,4.7,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,23,14.153
22.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,21,13.989
36.0,4.8,Windy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,25,23,12.079
26.0,4.5,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,28,20,16.722
35.0,4.7,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,22,20.507
38.0,3.7,Sunny,Jam,1,Buffet,scooter,2.0,No,Metropolitian,34,21,16.609
35.0,4.2,Stormy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,33,22,4.658
21.0,4.3,Windy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,34,21,13.971
22.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,21,17.298
33.0,5.0,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,21,9.315
29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,17,20.254
25.0,4.6,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,25,20,10.808
26.0,4.2,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,33,14,6.21
28.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Urban,19,11,1.573
23.0,5.0,Stormy,Low,1,Meal,motorcycle,2.0,No,Urban,17,10,1.509
23.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,8,1.555
31.0,4.8,Stormy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,26,20,13.99
26.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,30,19,10.565
20.0,4.8,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,21,21,10.867
35.0,4.6,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,27,20,14.153
33.0,4.9,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,25,23,20.857
37.0,4.2,Stormy,Jam,1,Buffet,scooter,3.0,No,Metropolitian,38,20,20.443
35.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,37,19,7.772
24.0,4.6,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Urban,19,12,5.959
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Metropolitian,21,23,19.885
38.0,4.2,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,36,23,10.59
31.0,4.1,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,31,10,1.554
20.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Urban,10,9,3.019
22.0,4.6,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,25,17,16.598
33.0,4.0,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,19,7.772
20.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,29,19,9.191
38.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,17,4.596
33.0,4.8,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,12,6.038
35.0,4.9,Windy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,26,17,14.153
21.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,19,12.464
27.0,4.7,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,20,4.664
24.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,22,18,12.435
38.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,25,10,3.105
38.0,4.5,Cloudy,Low,1,Buffet,scooter,2.0,No,Metropolitian,15,8,3.027
31.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,10,23,7.79
34.0,5.0,Sandstorms,Low,1,Buffet,motorcycle,2.0,No,Urban,29,22,9.076
21.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,22,15,6.129
24.0,4.7,Sunny,High,1,Buffet,scooter,2.0,No,Urban,14,13,6.232
27.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,17,7.601
35.0,4.2,Cloudy,Medium,2,Drinks,motorcycle,3.0,Yes,Urban,41,18,12.254
26.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,28,19,7.684
38.0,4.5,Stormy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,21,23,19.761
20.0,4.6,Cloudy,Medium,1,Buffet,scooter,2.0,No,Urban,19,18,4.561
35.0,4.8,Sandstorms,Low,1,Meal,motorcycle,2.0,No,Metropolitian,23,22,7.772
39.0,5.0,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,26,21,9.327
38.0,5.0,Cloudy,High,1,Drinks,scooter,2.0,No,Metropolitian,36,14,6.176
39.0,4.8,Stormy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,23,24,4.589
38.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,10,3.105
21.0,2.7,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,41,22,12.079
20.0,4.6,Sunny,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,10,19,4.596
22.0,4.2,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,17,9,1.532
25.0,4.5,Stormy,Low,0,Drinks,motorcycle,2.0,No,Urban,28,10,2.977
27.0,4.9,Windy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,26,20,13.989
30.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,19,13.972
28.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,21,21,17.098
26.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,18,9,1.52
39.0,4.6,Sandstorms,Low,1,Drinks,scooter,2.0,No,Metropolitian,29,23,20.285
27.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,16,20,12.099
22.0,4.8,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,24,23,13.616
20.0,4.6,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,40,20,13.972
22.0,4.5,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,16,22,4.674
32.0,3.9,Sandstorms,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,21,19.762
27.0,4.5,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,24,4.588
28.0,4.1,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,19,20.206
21.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,13,10,3.019
33.0,4.6,Stormy,Low,1,Snack,motorcycle,2.0,No,Metropolitian,29,8,1.558
27.0,4.8,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,25,20,4.664
36.0,4.9,Sunny,Low,1,Buffet,scooter,2.0,No,Metropolitian,23,22,10.565
20.0,5.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,18,16,6.036
33.0,4.6,Sunny,Medium,1,Snack,scooter,2.0,No,Urban,23,18,7.763
24.0,4.9,Windy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,23,15,5.969
22.0,4.8,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,24,24,10.708
29.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,No,Urban,38,21,19.917
21.0,4.8,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,17,19,10.881
37.0,4.6,Fog,High,0,Snack,motorcycle,2.0,No,Metropolitian,30,15,6.059
38.0,4.6,Sunny,Low,0,Meal,motorcycle,2.0,No,Metropolitian,29,8,1.558
22.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,35,17,17.078
30.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16,10,2.93
31.0,4.9,Windy,High,1,Buffet,motorcycle,2.0,No,Urban,28,15,6.147
33.0,4.7,Stormy,High,2,Meal,motorcycle,2.0,No,Metropolitian,30,11,1.53
32.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,18,20.443
37.0,4.9,Stormy,Medium,2,Snack,scooter,2.0,No,Urban,28,17,20.853
28.0,5.0,Fog,Medium,2,Meal,scooter,2.0,No,Urban,17,16,6.147
35.0,4.3,Sandstorms,Jam,1,Snack,scooter,2.0,No,Metropolitian,34,20,4.658
24.0,4.6,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,23,11,3.074
25.0,4.7,Windy,Jam,2,Drinks,scooter,2.0,No,Urban,24,21,4.657
31.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,45,21,14.022
27.0,4.0,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,33,19,16.384
